index,n_atoms,charge,E_before_hartree,E_after_hartree,delta_E_kcalmol,delta_E_kcal_per_atom,max_force_evA,rmsd_A,steps,converged,failure_reason,n_total,n_ok,n_dE,failure_rate,delta_E_kcal_median,delta_E_kcal_mean,delta_E_kcal_p90,delta_E_per_atom_median,delta_E_per_atom_mean,delta_E_per_atom_p90,max_force_evA_median,rmsd_A_median,steps_median,convergence_rate
0,23,0,-31.413778757035,-31.458972021745,28.35920176936709,1.2330087725811778,3.739149825098038,1.0063525320933127,,True,,,,,,,,,,,,,,,
1,38,0,-36.542434408326,-37.221177220613,425.91754516232373,11.208356451640098,52.10779995198722,0.8972580632315031,,True,,,,,,,,,,,,,,,
2,12,0,-14.486724832088,-14.497488361945,6.754216959628487,0.562851413302374,2.523961767908808,0.17164128165175313,,True,,,,,,,,,,,,,,,
3,13,0,-16.672813641176,-16.686159639553,8.37474042239931,0.6442108017230238,1.51059644137937,0.5160040732120833,,True,,,,,,,,,,,,,,,
4,43,0,,,,,,,,,single_point_failed,,,,,,,,,,,,,,
5,83,0,-107.148540727309,-108.361357646962,761.0541073862881,9.16932659501552,11.924967311881574,3.754110240615369,,False,,,,,,,,,,,,,,,
6,46,0,-71.408948540034,-73.126661533415,1077.8811770678642,23.43219950147531,19.498307892163602,2.236428985804922,,False,,,,,,,,,,,,,,,
7,73,0,-78.342150412437,-79.190237046441,532.182397663798,7.290169831010932,9.440371498952997,3.0471520899654654,,False,,,,,,,,,,,,,,,
8,48,0,-76.486111065278,-77.658521189558,735.6984604732003,15.327051259858338,15.64700547096055,2.260636143939508,,False,,,,,,,,,,,,,,,
9,13,0,-17.324850456939,-17.392269697116,42.30621194520265,3.254323995784819,2.4513014948716565,0.7935529607276558,,True,,,,,,,,,,,,,,,
10,38,0,,,,,,,,,single_point_failed,,,,,,,,,,,,,,
11,60,0,-96.218329976828,,,,19.328863606286934,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
12,37,0,-50.601361513392,-50.791469731824,119.29470816333836,3.2241813017118472,2.7304911474390967,1.6402674997084414,,True,,,,,,,,,,,,,,,
13,10,0,-17.892976881012,-17.919739622956,16.793874121766585,1.6793874121766585,4.422681346003489,0.34776374532348714,,True,,,,,,,,,,,,,,,
14,72,0,-86.94667563007,-87.666244071337,451.53601413186016,6.271333529609169,8.120110048197958,2.3796806285699037,,False,,,,,,,,,,,,,,,
15,53,0,-68.365296056901,-68.916313021518,345.768365666654,6.523931427672717,14.924070052777719,2.3107008704098457,,False,,,,,,,,,,,,,,,
16,21,0,-26.775430821991,-27.187434450664,258.536180340682,12.31124668288962,19.57420029733188,0.7442016903032576,,True,,,,,,,,,,,,,,,
17,32,0,-50.882199666824,,,,17.037893849863327,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
18,60,0,-74.775914157384,-75.133617134714,224.46200717515762,3.741033452919294,4.083873962307146,3.4092617252752166,,False,,,,,,,,,,,,,,,
19,47,0,-66.918170999627,-67.413971888109,311.1197547713631,6.619569250454534,6.58868212022129,3.293668219481276,,False,,,,,,,,,,,,,,,
20,16,0,-18.536264975897,-18.624830611468,55.575775397220895,3.473485962326306,4.959822474733495,0.56692659533552,,True,,,,,,,,,,,,,,,
21,98,0,,,,,,,,,single_point_failed,,,,,,,,,,,,,,
