index,n_atoms,charge,E_before_hartree,E_after_hartree,delta_E_kcalmol,delta_E_kcal_per_atom,max_force_evA,rmsd_A,steps,converged,failure_reason,n_total,n_ok,n_dE,failure_rate,delta_E_kcal_median,delta_E_kcal_mean,delta_E_kcal_p90,delta_E_per_atom_median,delta_E_per_atom_mean,delta_E_per_atom_p90,max_force_evA_median,rmsd_A_median,steps_median,convergence_rate
0,93,0,-108.380390332406,-110.554238531107,1364.1103398598875,14.667853116772983,92.11028421083445,2.202229572063363,,True,,,,,,,,,,,,,,,
1,98,0,-118.68115652255,,,,61.899737775770845,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
2,68,0,-83.820090139929,-84.826456158657,631.5042111269845,9.286826634220361,15.112693016391235,2.7598315538460296,,False,,,,,,,,,,,,,,,
3,66,0,-86.0476395215,,,,15.426583334300544,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
4,149,0,-115.567698763485,,,,63.780583754095225,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
5,27,0,-32.360003178109,-32.40915130823,30.840917283416267,1.142256195682084,3.1637421593884865,0.7393946023098438,,True,,,,,,,,,,,,,,,
6,148,0,-121.536221437204,,,,71.18057194105188,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
7,25,0,-26.817140554144,-26.952388394473,84.86930115302137,3.394772046120855,2.306429377568614,1.013039571181814,,True,,,,,,,,,,,,,,,
8,75,0,-120.025558790082,-121.919368310865,1188.3834163622284,15.845112218163045,71.87637702613212,1.9753843186533082,,False,,,,,,,,,,,,,,,
9,73,0,-97.806632446534,-98.730104637158,579.4875486503631,7.93818559795018,10.182779558714705,2.2098650685712755,,False,,,,,,,,,,,,,,,
10,10,0,-11.53937068912,-11.557969602704,11.670994481241102,1.1670994481241102,3.349781368273842,0.14055403034549047,,True,,,,,,,,,,,,,,,
11,70,0,-76.624097160767,-77.532954068005,570.3163198595355,8.147375997993365,5.444605584264658,2.41491870766834,,False,,,,,,,,,,,,,,,
12,48,0,-56.568985920604,-56.974734736265,254.61122591715932,5.304400539940819,4.201560582742626,2.746393388173525,,False,,,,,,,,,,,,,,,
13,111,0,-123.833026630376,-132.468812838524,5419.037661596328,48.82015911348043,55.29655797834537,1.3531608415015717,,False,,,,,,,,,,,,,,,
14,43,0,-47.600581612708,-48.260475833253,414.08987527147144,9.629997099336546,7.6602802290209295,2.171557861036232,,False,,,,,,,,,,,,,,,
15,25,0,-30.2020634829,-30.602162575398,251.06597110654326,10.042638844261731,4.994068758126976,1.8972278631590191,,True,,,,,,,,,,,,,,,
16,13,0,-13.903540890482,-13.918519747682,9.39937480363774,0.7230288310490569,1.3927188888861695,0.47174462456176564,,True,,,,,,,,,,,,,,,
17,22,0,-24.06347531253,-24.262644711676,124.98068490757078,5.680940223071399,1.8432299149752756,1.0767800534573286,,True,,,,,,,,,,,,,,,
18,115,0,-93.004546686509,,,,69.57856666053033,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
19,49,0,-72.672830615818,-73.157101714935,303.88470271086504,6.201728626752348,25.503531909240643,2.3547642622256006,,False,,,,,,,,,,,,,,,
20,44,0,-62.317779281651,-63.200761414956,554.0796540773341,12.592719410848503,4.476714530299553,1.2474884511794997,,True,,,,,,,,,,,,,,,
21,14,0,-15.166677198858,-15.206183023739,24.79027939350473,1.7707342423931949,3.2795240597506816,0.5954980899700434,,True,,,,,,,,,,,,,,,
22,112,0,-84.499362879755,-106.636372731069,13891.183409127716,124.02842329578318,505.24996434737574,1.1066559340347615,,False,,,,,,,,,,,,,,,
23,62,0,-81.947387816512,-82.679552160263,459.4400622749415,7.410323585079702,53.948630675629246,2.819207748900358,,False,,,,,,,,,,,,,,,
24,114,0,-122.606533141398,-134.108867300391,7217.823658607733,63.31424261936608,58.53343115470735,0.835193129677056,,True,,,,,,,,,,,,,,,
25,23,0,-30.908008460706,-30.957544460702,31.084309304679337,1.3514917088991016,2.4943772723601074,0.7850372526888155,,True,,,,,,,,,,,,,,,
26,18,0,-18.76962204467,-18.834629611739,40.79286422158948,2.2662702345327492,2.433466888443301,0.35061545047295967,,True,,,,,,,,,,,,,,,
27,24,0,-28.362892591037,-28.489973269692,79.74432982638201,3.322680409432584,2.801604260620692,0.926526281501795,,True,,,,,,,,,,,,,,,
28,7,0,-12.312224950867,-12.332388499042,12.652817510540642,1.8075453586486632,2.3880127069278463,0.10649948918312398,,True,,,,,,,,,,,,,,,
29,10,0,-13.140454928219,-13.161731440077,13.351212765910788,1.3351212765910787,1.9208228125687499,0.27662277750164843,,True,,,,,,,,,,,,,,,
30,36,0,-42.270018131679,-42.636458251674,229.94464697368034,6.3873513048244535,27.952609514020217,1.8815331464770653,,True,,,,,,,,,,,,,,,
31,15,0,-14.055859685673,-14.085451623855,18.56922156509543,1.2379481043396952,1.747430651178312,0.6147679602322879,,True,,,,,,,,,,,,,,,
32,17,0,-19.864772540002,-19.978537770069,71.38875968601019,4.199338805059423,4.08623567190165,0.4509203235438878,,True,,,,,,,,,,,,,,,
33,71,0,-82.930241380111,-83.994348779179,667.7374743358183,9.404753159659412,26.747007798846465,2.985430383007848,,False,,,,,,,,,,,,,,,
34,18,0,-20.823290534184,-20.845624926448,14.015042743101485,0.7786134857278603,3.339123988081343,1.8112446088362235,,True,,,,,,,,,,,,,,,
35,37,0,-47.191476236913,-47.604004102951,258.86514425388134,6.996355250104901,12.378162517714971,2.360824518349646,,False,,,,,,,,,,,,,,,
36,119,0,-98.252660485442,-117.036266955022,11786.891016734393,99.04950434230582,317.48879991591315,0.7296069338506728,,True,,,,,,,,,,,,,,,
37,125,0,,,,,,,,,single_point_failed,,,,,,,,,,,,,,
38,46,0,-71.288009536278,-71.675204131979,242.96827710841174,5.281919067574168,7.3701281149688995,2.6125187293651457,,False,,,,,,,,,,,,,,,
39,16,0,-17.673780083604,-17.879015329873,128.78706144546985,8.049191340341865,4.377062125643028,0.9866438043730156,,True,,,,,,,,,,,,,,,
40,105,0,-119.214610585266,-120.939825800018,1082.5888920546843,10.310370400520803,25.80630166580886,1.9254297531530429,,False,,,,,,,,,,,,,,,
41,47,0,-50.075953459291,-51.159509904571,679.9419350953368,14.466849682879507,3.853560857625671,1.341768358806576,,True,,,,,,,,,,,,,,,
42,78,0,-85.54293790852,-86.40496612911,540.9308753299754,6.935011222179171,9.24720377856037,3.1844512499236006,,False,,,,,,,,,,,,,,,
43,5,0,-6.524598853068,-6.535558674825,6.877391986560355,1.375478397312071,1.628330159763238,0.12711110425501956,,True,,,,,,,,,,,,,,,
44,23,0,-32.608196608938,-32.642343702235,21.427624555584806,0.9316358502428177,3.244238832256441,0.739684234782994,,True,,,,,,,,,,,,,,,
45,23,0,-24.033707246899,-24.265831485418,145.66015883035686,6.333050383928559,4.733647851477915,1.2171882876197972,,True,,,,,,,,,,,,,,,
46,80,0,-88.637361728737,-89.681748967932,655.362887185461,8.192036089818263,8.62543625323654,2.861936281292209,,False,,,,,,,,,,,,,,,
47,12,0,-13.936412567948,-14.101737844074,103.74317707116278,8.645264755930231,4.731450230438686,0.6312735010615833,,True,,,,,,,,,,,,,,,
48,72,0,-83.136217818647,,,,7.337876985287809,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
49,17,0,-24.22963838339,-24.3192706439,56.245092651717535,3.3085348618657373,3.3459304920840416,0.8749888282763785,,True,,,,,,,,,,,,,,,
50,43,0,-45.589746453931,-46.088137021377,312.7448028560506,7.2731349501407125,3.5780012816823206,1.4021007964215804,,True,,,,,,,,,,,,,,,
51,12,0,-12.503685875014,-12.551131642749,29.772668757910253,2.4810557298258544,4.9351861649286946,0.44063660649985537,,True,,,,,,,,,,,,,,,
52,18,0,-20.872863590068,-20.887532584944,9.204933259673442,0.511385181092969,1.5615698179000257,0.76962612219045,,True,,,,,,,,,,,,,,,
53,18,0,-20.3782558756,-20.451182572522,45.76219323068327,2.542344068371293,2.5359195697493053,1.338889804379774,,True,,,,,,,,,,,,,,,
54,94,0,-94.505575594368,-97.92486359678,2145.635616063824,22.825910809189615,46.35724020651336,0.688478511778157,,True,,,,,,,,,,,,,,,
55,15,0,-20.086037240588,-20.112630664863,16.687625680343867,1.112508378689591,2.6456654014114718,0.5642280541972134,,True,,,,,,,,,,,,,,,
56,63,0,-79.942232527529,-80.93492762633,622.9255793536286,9.887707608787755,14.01596641148769,2.2711910882429303,,False,,,,,,,,,,,,,,,
57,94,0,-102.431579448562,-107.915691751833,3441.332427128555,36.60991943753782,71.73380597514239,2.042472298537371,,False,,,,,,,,,,,,,,,
58,10,0,-13.41793824727,-13.448785863374,19.35717135752222,1.9357171357522218,2.540223150991763,0.7011574820923505,,True,,,,,,,,,,,,,,,
59,123,0,-95.656603539685,-120.562420254094,15628.635947570756,127.06208087455899,251.96274847461996,1.0157662108103114,,False,,,,,,,,,,,,,,,
60,143,0,-117.55577305769,-135.298239908769,11133.566042302571,77.85710519092707,69.28980705303525,1.0364982250227828,,False,,,,,,,,,,,,,,,
61,39,0,-39.597921934184,-40.075722319549,299.82426852753804,7.68780175711636,7.151144208527498,1.7499874711220857,,True,,,,,,,,,,,,,,,
62,141,0,-110.915719400332,-133.222380113803,13997.640932414213,99.27404916605825,432.01202371003495,0.8879569354267142,,False,,,,,,,,,,,,,,,
63,15,0,-23.34049542773,-23.369905734028,18.455245837090853,1.2303497224727236,2.336465172059608,0.3239727736127395,,True,,,,,,,,,,,,,,,
64,127,0,-112.395457452684,,,,46.20081919628689,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
65,69,0,-80.503385954189,-81.327025011036,516.8413113798887,7.490453788114329,11.499260883134333,2.5910308076453727,,False,,,,,,,,,,,,,,,
66,39,0,-51.142053973979,-51.707887592788,355.0659565460529,9.104255296052639,3.2969700368991655,1.8528009528225757,,True,,,,,,,,,,,,,,,
67,92,0,-100.962854363586,-103.234419993486,1425.428953718361,15.493792975199577,31.328623567810283,1.9521990447031743,,False,,,,,,,,,,,,,,,
68,25,0,-27.016259669021,-27.356584103681,213.55680700431918,8.542272280172767,2.726633801014794,0.8072086204614553,,True,,,,,,,,,,,,,,,
69,9,0,-9.418088310831,-9.442265336752,15.171312820096865,1.6857014244552073,1.8652274698409128,0.2380991204788961,,True,,,,,,,,,,,,,,,
70,13,0,-14.696470342725,-14.723957438593,17.248413071650983,1.3268010055116142,2.259899522140501,0.6860590503344608,,True,,,,,,,,,,,,,,,
71,68,0,-86.833016296008,-87.493170921779,414.2532820178827,6.091960029674746,4.926724405586789,2.8488092781850782,,False,,,,,,,,,,,,,,,
72,8,0,-11.60700753571,-11.638243507131,19.600867998241306,2.450108499780163,9.294204023158178,0.16064258063888526,,True,,,,,,,,,,,,,,,
73,13,0,-19.063369971007,-19.077111279733,8.622801411591428,0.6632924162762637,1.3556032883335722,0.46358885449975334,,True,,,,,,,,,,,,,,,
74,98,0,-125.338326688327,,,,95.09221938823995,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
75,15,0,-17.257091205177,-17.315395960521,36.586786361289164,2.439119090752611,1.366361962688376,0.6131371181188687,,True,,,,,,,,,,,,,,,
76,65,0,-81.652095221839,-82.484357186428,522.2522676819623,8.03465027203019,9.31139776935455,2.1951154574026197,,False,,,,,,,,,,,,,,,
77,99,0,-128.172059799732,-134.020356994894,3669.8618971008036,37.06931209192731,89.59586576769328,1.5759933449504935,,False,,,,,,,,,,,,,,,
78,40,0,-38.660986673792,-39.131474081727,295.23530590660073,7.380882647665018,3.8439750795613055,1.616151288167533,,False,,,,,,,,,,,,,,,
79,128,0,-109.259561525689,-124.838136248483,9775.703230953168,76.37268149182162,68.19792217264337,1.0861307615637459,,False,,,,,,,,,,,,,,,
80,60,0,-70.785865704042,-71.574738864978,495.02538232144866,8.25042303869081,6.52049397756402,2.551874726094045,,False,,,,,,,,,,,,,,,
81,8,0,-11.93733797675,-11.94190065958,2.863126702970349,0.3578908378712936,1.167427080425655,0.8179969773913282,,True,,,,,,,,,,,,,,,
82,5,0,-6.526074649794,-6.535558624499,5.951283979162126,1.190256795832425,1.7005625127539556,0.11644803717640027,,True,,,,,,,,,,,,,,,
83,76,0,-79.988952603207,,,,5.406320144421523,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
84,10,0,-13.308836982454,-13.423386446019,71.88087363588336,7.188087363588336,19.955804483312672,0.5254323371654324,,True,,,,,,,,,,,,,,,
85,48,0,-48.08237904605,-48.778558136632,436.8589749848378,9.101228645517454,5.232331657648062,1.1317522911559754,,True,,,,,,,,,,,,,,,
86,14,0,-17.571738351121,-17.596722208611,15.677607273617122,1.1198290909726516,9.934754339369995,0.19416190131784775,,True,,,,,,,,,,,,,,,
87,19,0,-26.316488542181,-26.454744690516,86.75704292768773,4.566160154088828,8.166378510179985,0.8161913875809554,,True,,,,,,,,,,,,,,,
