index,n_atoms,charge,E_before_hartree,E_after_hartree,delta_E_kcalmol,delta_E_kcal_per_atom,max_force_evA,rmsd_A,steps,converged,failure_reason,n_total,n_ok,n_dE,failure_rate,delta_E_kcal_median,delta_E_kcal_mean,delta_E_kcal_p90,delta_E_per_atom_median,delta_E_per_atom_mean,delta_E_per_atom_p90,max_force_evA_median,rmsd_A_median,steps_median,convergence_rate
0,8,0,-9.68807886412,-9.711126145425,14.462387370285285,1.8077984212856606,3.749298880704278,0.3639758049805418,,True,,,,,,,,,,,,,,,
1,65,0,-123.386788767843,-124.351406395951,605.3067004860471,9.312410776708418,26.793856439098995,3.4011250294215354,,False,,,,,,,,,,,,,,,
2,35,0,-42.564301673656,-42.903922015787,213.1149822717578,6.088999493478795,4.623425649060754,2.0205125564656825,,True,,,,,,,,,,,,,,,
3,117,0,-41.144495944258,-92.796753736296,32412.281121253425,277.0280437713968,519.9635898211828,1.2469649295115648,,False,,,,,,,,,,,,,,,
4,55,0,-64.275272371061,-65.556612520811,804.0530834655525,14.619146972100955,4.56321808249603,2.5197285271861567,,False,,,,,,,,,,,,,,,
5,57,0,-92.933671977682,-94.398467746157,919.1732222856015,16.12584600501055,5.249553473792498,2.6305256942065838,,False,,,,,,,,,,,,,,,
6,119,0,-68.184241975632,-96.665273485168,17872.11710332351,150.18585801112195,278.7172513579284,1.455570261468545,,False,,,,,,,,,,,,,,,
7,7,0,-13.841064631536,-13.875747106029,21.763581328309098,3.1090830469012998,5.507545790128015,0.09254246977598933,,True,,,,,,,,,,,,,,,
8,5,0,-19.160900969972,-19.27368095521,70.77050922154116,14.154101844308233,3.840834798094292,0.6464378038606037,,True,,,,,,,,,,,,,,,
9,8,0,-12.443375482972,-12.466804899344,14.702180745199188,1.8377725931498985,4.632968550609141,0.16611144773220238,,True,,,,,,,,,,,,,,,
10,65,0,-69.140769703449,-74.158734013603,3148.820145132143,48.44338684818681,158.35837026862035,0.7979887279535234,,True,,,,,,,,,,,,,,,
11,9,0,-11.366131566778,-11.394339346661,17.700649118869613,1.9667387909855125,4.94583918232222,0.3906742000288174,,True,,,,,,,,,,,,,,,
12,8,0,-8.769123115975,-8.869662885237,63.08965773202265,7.886207216502831,2.6601838624533887,0.5944657846000028,,True,,,,,,,,,,,,,,,
13,18,0,-21.57663779712,-21.626004684177,30.97818933327129,1.7210105185150715,2.253389638226476,1.0105060645579713,,True,,,,,,,,,,,,,,,
14,12,0,-18.99036300933,-19.020518690802,18.922975820508732,1.576914651709061,2.06851808829738,0.2199384342183,,True,,,,,,,,,,,,,,,
15,124,0,-48.888433150247,,,,76.35889234298173,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
16,40,0,-67.347218193172,-67.569853153725,139.70554700467764,3.492638675116941,3.5413525423953014,2.535310912871863,,False,,,,,,,,,,,,,,,
17,64,0,-85.858373155289,-87.585406843494,1083.7300013747738,16.93328127148084,18.04165741030105,3.2147180679768796,,False,,,,,,,,,,,,,,,
18,31,0,-57.505507842502,-58.023740105959,325.1956550844328,10.490182422078478,5.95165976569299,2.0362651437486345,,True,,,,,,,,,,,,,,,
19,154,0,-72.060946486833,,,,70.94991919610182,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
20,15,0,-15.577205992231,-15.770816219147,121.49225166529567,8.099483444353044,1.7731860121810799,1.022519808670012,,True,,,,,,,,,,,,,,,
21,9,0,-9.371022393501,-9.448190883487,48.4239585653577,5.3804398405953,2.364275205013568,0.33397262954440043,,True,,,,,,,,,,,,,,,
22,21,0,-25.182981255919,-25.26985126147,54.51175149516596,2.5957976902459983,3.077474428400488,0.9379959839690492,,True,,,,,,,,,,,,,,,
23,17,0,-19.090621593427,-19.143499607984,33.181455104165565,1.9518503002450331,4.581432834339341,1.4683112998246641,,True,,,,,,,,,,,,,,,
24,6,0,-7.393553655881,-7.411822527877,11.463890257935931,1.9106483763226552,3.4787603379413516,0.2803361322188518,,True,,,,,,,,,,,,,,,
25,96,0,-95.221400910169,-100.838416884464,3524.730739833887,36.71594520660299,55.34944181925748,0.9150029013640139,,True,,,,,,,,,,,,,,,
26,80,0,,,,,,,,,single_point_failed,,,,,,,,,,,,,,
27,93,0,-95.3781827974,-101.816928999572,4040.3742429507333,43.44488433280358,162.85748788099886,1.2140828901661578,,True,,,,,,,,,,,,,,,
28,14,0,-16.732137199301,-16.819128972252,54.58816169229773,3.8991544065926953,1.7892369382141275,0.6425775662634807,,True,,,,,,,,,,,,,,,
29,70,0,-94.793921643093,-96.694477501084,1192.6168068754728,17.037382955363896,17.504230934076304,2.5413489686962643,,False,,,,,,,,,,,,,,,
30,87,0,-57.485080574181,,,,370.784959423592,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
31,42,0,-58.400387258662,-59.092555748082,434.3422847589936,10.34148297045223,4.923539836060847,2.3486072116694783,,False,,,,,,,,,,,,,,,
32,28,0,-34.677217092599,-34.910717491049,146.52371222488236,5.232989722317227,2.0822238643339506,1.035178132717508,,True,,,,,,,,,,,,,,,
33,14,0,-13.612729465248,-13.664176777995,32.28367616382943,2.3059768688449593,2.153677604302525,0.35560744029276403,,True,,,,,,,,,,,,,,,
34,16,0,-18.588418556087,-18.63803318163,31.133647580325928,1.9458529737703705,1.4698665816533676,0.9065133714612529,,True,,,,,,,,,,,,,,,
35,108,0,-40.823031638881,,,,474.33472508689675,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
36,33,0,-54.69717017195,-55.504535989343,506.62969944880535,15.352415134812283,6.961831444443428,1.1728029870668397,,True,,,,,,,,,,,,,,,
37,135,0,-71.962320432365,,,,98.40630940732694,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
38,22,0,-24.086807797942,-24.255440970687,105.81891353880705,4.809950615400321,4.8699135025022935,0.6171400630729567,,True,,,,,,,,,,,,,,,
39,68,0,-79.716860736351,-81.342889691085,1020.3485741965113,15.005126091125167,40.34489093305036,1.9538632134425513,,False,,,,,,,,,,,,,,,
40,12,0,-14.528825213496,-14.554562110611,16.15014677264938,1.3458455643874483,0.8099989590926049,0.5839561949026219,,True,,,,,,,,,,,,,,,
41,17,0,-25.510317749759,-25.619548076383,68.54306481156743,4.031944988915732,4.252035079634574,0.5998094696552386,,True,,,,,,,,,,,,,,,
42,115,0,-23.035383303972,,,,302.70568300769565,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
43,49,0,-80.68686948703,-81.322207341014,398.68052260588615,8.136337196038493,4.355279017115195,3.2807416447700777,,False,,,,,,,,,,,,,,,
44,120,0,-92.173967412403,-110.951525559251,11783.095636917864,98.1924636409822,81.23942247303401,1.2475561750382667,,False,,,,,,,,,,,,,,,
45,24,0,-25.899381108977,-25.965692070766,41.610756756833766,1.7337815315347402,9.0254033344032,0.6847640195034683,,True,,,,,,,,,,,,,,,
46,76,0,-154.054427968459,-155.911283789563,1165.1946197119626,15.331508154104771,25.1266999093024,2.253530152671774,,False,,,,,,,,,,,,,,,
47,68,0,-83.313395013281,-85.476436833139,1357.3292347555898,19.96072404052338,184.28372398801537,1.437500638557829,,False,,,,,,,,,,,,,,,
48,119,0,-90.748439327275,,,,68.95877743859366,,,False,no_energy_in_xtb_output,,,,,,,,,,,,,,
49,10,0,-18.625481011574,-18.647309686337,13.697700220024796,1.3697700220024795,2.940743516426515,0.2631963732553688,,True,,,,,,,,,,,,,,,
50,17,0,-26.961766144355,-27.101600037613,87.74709281452346,5.161593694971968,7.744045332359264,0.8131497682159461,,True,,,,,,,,,,,,,,,
51,11,0,-16.368528389034,-16.387731848943,12.050353027688882,1.0954866388808073,1.7262096517300505,0.44420211397155746,,True,,,,,,,,,,,,,,,
52,25,0,-28.087692112366,-28.152966808678,40.96049035237093,1.6384196140948373,2.781734368912032,1.3847701321026418,,True,,,,,,,,,,,,,,,
53,15,0,-18.142175519628,-18.166526000751,15.28015760267563,1.0186771735117086,2.5424057335287285,0.25753010542407506,,True,,,,,,,,,,,,,,,
54,59,0,-112.839305610158,-113.07612879419,148.6087916578722,2.5187930789469863,3.9820771613591472,3.069951856429344,,False,,,,,,,,,,,,,,,
55,17,0,-25.301953307465,-25.405768265933,65.1448699881372,3.8320511757727767,4.290714789643198,0.8817822044482887,,True,,,,,,,,,,,,,,,
56,15,0,-19.154847406201,-19.245626466559,56.96472042119036,3.797648028079357,6.392210017201848,0.6167161682405441,,True,,,,,,,,,,,,,,,
57,20,0,-28.270760219543,-28.400931594356,81.68377094697574,4.084188547348787,2.96505237344013,0.9206945501051051,,True,,,,,,,,,,,,,,,
58,167,0,,,,,,,,,single_point_failed,,,,,,,,,,,,,,
59,81,0,-44.827880507055,-79.594838929577,21816.595794490444,269.3406888208697,326.7619601560004,0.9248161410745376,,True,,,,,,,,,,,,,,,
