index,n_atoms,charge,E_before_hartree,max_force_evA,failure_reason,converged,steps,E_after_hartree,delta_E_kcalmol,delta_E_kcal_per_atom,rmsd_A,n_total,n_ok,n_dE,failure_rate,delta_E_kcal_median,delta_E_kcal_mean,delta_E_kcal_p90,delta_E_per_atom_median,delta_E_per_atom_mean,delta_E_per_atom_p90,max_force_evA_median,rmsd_A_median,steps_median,convergence_rate
15,16,0,-17.814530234573,3.238924967216396,,True,,-17.888760902171,46.5804471837749,2.9112779489859313,1.0573393742465191,,,,,,,,,,,,,,
16,119,0,-133.818084580335,49.67177928736949,,False,,-142.487352908688,5440.0480092366715,45.71468915324934,1.3483913654043105,,,,,,,,,,,,,,
17,4,0,-15.360120152911,4.315786888931309,,True,,-15.400455399325,25.310749263455303,6.327687315863826,0.1078766090922453,,,,,,,,,,,,,,
18,65,0,-82.767473762049,4.76298830075195,,False,,-83.467130618529,439.04130603440933,6.754481631298605,2.7406089066513166,,,,,,,,,,,,,,
19,33,0,-43.570789238419,3.8868328545660655,,True,,-43.6966694089,78.99099957350371,2.3936666537425366,0.6638293064600984,,,,,,,,,,,,,,
20,16,0,-19.800274993395,4.244202112412203,,True,,-19.852253400922,32.61694316990455,2.0385589481190345,0.631661282503242,,,,,,,,,,,,,,
21,15,0,-22.434055554991,2.3548998010275985,,True,,-22.539645308235,66.25857052459314,4.417238034972876,1.1852007463074867,,,,,,,,,,,,,,
22,44,0,-69.500572498837,9.671585916363425,,True,,-69.943700119385,278.0667801129068,6.319699548020609,2.0389350133816713,,,,,,,,,,,,,,
23,87,0,,,single_point_failed,,,,,,,,,,,,,,,,,,,,
24,51,0,-65.469016518309,4.098479229179613,,False,,-65.721112951428,158.19290015968275,3.101821571758485,2.834020536199802,,,,,,,,,,,,,,
25,21,0,-28.342004607776,2.820964499747939,,True,,-28.365353052471,14.65137025075046,0.6976842976547838,0.3222480140871024,,,,,,,,,,,,,,
26,21,0,-23.613835126178,2.160568654773183,,True,,-23.667307519072,33.55443314181006,1.5978301496100027,0.6871497262678448,,,,,,,,,,,,,,
27,7,0,-20.816847577283,22.90571774644913,,True,,-20.921314012455,65.55367779202875,9.364811113146965,0.26272715678028913,,,,,,,,,,,,,,
28,10,0,-13.773160871211,1.554079350595871,,True,,-13.783794987547,6.673008749129166,0.6673008749129166,0.6406477317807754,,,,,,,,,,,,,,
29,119,0,-254.945447439581,35.7827015365735,no_energy_in_xtb_output,False,,,,,,,,,,,,,,,,,,,
30,20,0,-28.505074632078,4.954855891985041,,True,,-28.594673842703,56.22435353576259,2.8112176767881296,0.7365452439649066,,,,,,,,,,,,,,
31,50,0,-86.718137047239,198.45046280923276,,False,,-88.542025287294,1144.5071502667852,22.890143005335702,2.9072164251280634,,,,,,,,,,,,,,
